"site","year","plot","treatment","kartez","genus","sp.epithet","family","LifeHistory","PhotoPath","FunctionalGroup","cover","biomass.BM","biomass.BIM","SiteCluster","MetStation","season.precip","GDD","SPEI"
"removal_blackblue",1995,"1C","control","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",8,22.128,22.128,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RA","R_BOER4","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",16,44.256,44.256,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RU","R_BOGR2","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",13,35.958,35.958,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2C","control","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",14,38.724,38.724,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2RA","R_BOER4","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",13,35.958,35.958,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2RU","R_BOGR2","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",22,60.852,60.852,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3C","control","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",12,33.192,33.192,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3RA","R_BOER4","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",11,30.426,30.426,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3RU","R_BOGR2","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",21,58.086,58.086,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4C","control","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",10,27.66,27.66,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4RA","R_BOER4","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",13,35.958,35.958,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4RU","R_BOGR2","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",19,52.554,52.554,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5C","control","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",20,55.32,55.32,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5RA","R_BOER4","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",12,33.192,33.192,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5RU","R_BOGR2","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",12,33.192,33.192,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1C","control","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",30,77.64,72.78,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RA","R_BOER4","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",25,64.7,60.65,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RU","R_BOGR2","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",25,64.7,60.65,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2C","control","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",20,51.76,48.52,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2RA","R_BOER4","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",25,64.7,60.65,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2RU","R_BOGR2","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",20,51.76,48.52,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3C","control","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",30,77.64,72.78,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3RA","R_BOER4","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",15,38.82,36.39,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3RU","R_BOGR2","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",20,51.76,48.52,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4C","control","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",25,64.7,60.65,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4RA","R_BOER4","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",25,64.7,60.65,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4RU","R_BOGR2","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",25,64.7,60.65,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5C","control","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",20,51.76,48.52,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5RA","R_BOER4","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",20,51.76,48.52,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5RU","R_BOGR2","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",30,77.64,72.78,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1C","control","CACTUS",NA,NA,"Cactaceae","perennial","CAM","shrub",0.5,0.968,0.968,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RA","R_BOER4","CACTUS",NA,NA,"Cactaceae","perennial","CAM","shrub",1,1.936,1.936,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RU","R_BOGR2","CACTUS",NA,NA,"Cactaceae","perennial","CAM","shrub",0.01,0.01936,0.01936,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2RA","R_BOER4","CACTUS",NA,NA,"Cactaceae","perennial","CAM","shrub",0.01,0.01936,0.01936,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3C","control","CACTUS",NA,NA,"Cactaceae","perennial","CAM","shrub",0.01,0.01936,0.01936,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4RA","R_BOER4","CACTUS",NA,NA,"Cactaceae","perennial","CAM","shrub",0.01,0.01936,0.01936,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1C","control","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RA","R_BOER4","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RU","R_BOGR2","perennial.forb",NA,NA,NA,"perennial","unknown","forb",1.5,3.85225,3.85225,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2C","control","perennial.forb",NA,NA,NA,"perennial","unknown","forb",1,2.56816666666667,2.56816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2RA","R_BOER4","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2RU","R_BOGR2","perennial.forb",NA,NA,NA,"perennial","unknown","forb",1,2.56816666666667,2.56816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3C","control","perennial.forb",NA,NA,NA,"perennial","unknown","forb",1,2.56816666666667,2.56816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3RA","R_BOER4","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.1,0.256816666666667,0.256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3RU","R_BOGR2","perennial.forb",NA,NA,NA,"perennial","unknown","forb",1,2.56816666666667,2.56816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4C","control","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4RA","R_BOER4","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.25,0.642041666666667,0.642041666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4RU","R_BOGR2","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5C","control","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5RA","R_BOER4","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.1,0.256816666666667,0.256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5RU","R_BOGR2","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1C","control","perennial.grass",NA,NA,NA,"perennial","unknown","grass",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RA","R_BOER4","perennial.grass",NA,NA,NA,"perennial","unknown","grass",1,2.56816666666667,2.56816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RU","R_BOGR2","perennial.grass",NA,NA,NA,"perennial","unknown","grass",0.1,0.256816666666667,0.256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2C","control","perennial.grass",NA,NA,NA,"perennial","unknown","grass",1,2.56816666666667,2.56816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2RA","R_BOER4","perennial.grass",NA,NA,NA,"perennial","unknown","grass",1.5,3.85225,3.85225,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2RU","R_BOGR2","perennial.grass",NA,NA,NA,"perennial","unknown","grass",0.1,0.256816666666667,0.256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3C","control","perennial.grass",NA,NA,NA,"perennial","unknown","grass",1,2.56816666666667,2.56816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3RA","R_BOER4","perennial.grass",NA,NA,NA,"perennial","unknown","grass",0.75,1.926125,1.926125,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3RU","R_BOGR2","perennial.grass",NA,NA,NA,"perennial","unknown","grass",0.1,0.256816666666667,0.256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4C","control","perennial.grass",NA,NA,NA,"perennial","unknown","grass",1,2.56816666666667,2.56816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4RA","R_BOER4","perennial.grass",NA,NA,NA,"perennial","unknown","grass",0.75,1.926125,1.926125,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4RU","R_BOGR2","perennial.grass",NA,NA,NA,"perennial","unknown","grass",1,2.56816666666667,2.56816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5C","control","perennial.grass",NA,NA,NA,"perennial","unknown","grass",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5RA","R_BOER4","perennial.grass",NA,NA,NA,"perennial","unknown","grass",1,2.56816666666667,2.56816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5RU","R_BOGR2","perennial.grass",NA,NA,NA,"perennial","unknown","grass",1.5,3.85225,3.85225,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1C","control","shrub",NA,NA,NA,"perennial","unknown","shrub",0.01,0.0256816666666667,0.0256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RA","R_BOER4","shrub",NA,NA,NA,"perennial","unknown","shrub",0.1,0.256816666666667,0.256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"1RU","R_BOGR2","shrub",NA,NA,NA,"perennial","unknown","shrub",0.01,0.0256816666666667,0.0256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2C","control","shrub",NA,NA,NA,"perennial","unknown","shrub",0.1,0.256816666666667,0.256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2RA","R_BOER4","shrub",NA,NA,NA,"perennial","unknown","shrub",1.5,3.85225,3.85225,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"2RU","R_BOGR2","shrub",NA,NA,NA,"perennial","unknown","shrub",0.01,0.0256816666666667,0.0256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"4C","control","shrub",NA,NA,NA,"perennial","unknown","shrub",0.01,0.0256816666666667,0.0256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5RA","R_BOER4","shrub",NA,NA,NA,"perennial","unknown","shrub",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"5RU","R_BOGR2","shrub",NA,NA,NA,"perennial","unknown","shrub",0.01,0.0256816666666667,0.0256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_blackblue",1995,"3RU","R_BOGR2","YUCCA","Yucca",NA,"Agavaceae","perennial","CAM","shrub",1,1.936,1.936,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"1C","control","annual.forb",NA,NA,NA,"annual","unknown","forb",6,15.409,15.409,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"1RA","R_BOER4","annual.forb",NA,NA,NA,"annual","unknown","forb",2.5,6.42041666666667,6.42041666666667,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"2C","control","annual.forb",NA,NA,NA,"annual","unknown","forb",3.25,8.34654166666667,8.34654166666667,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"2RA","R_BOER4","annual.forb",NA,NA,NA,"annual","unknown","forb",5,12.8408333333333,12.8408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"3C","control","annual.forb",NA,NA,NA,"annual","unknown","forb",1.25,3.21020833333333,3.21020833333333,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"3RA","R_BOER4","annual.forb",NA,NA,NA,"annual","unknown","forb",2,5.13633333333333,5.13633333333333,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"4C","control","annual.forb",NA,NA,NA,"annual","unknown","forb",2.25,5.778375,5.778375,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"4RA","R_BOER4","annual.forb",NA,NA,NA,"annual","unknown","forb",5,12.8408333333333,12.8408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"5C","control","annual.forb",NA,NA,NA,"annual","unknown","forb",3.75,9.630625,9.630625,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"5RA","R_BOER4","annual.forb",NA,NA,NA,"annual","unknown","forb",2.75,7.06245833333333,7.06245833333333,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"1C","control","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",40,110.64,110.64,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"1RA","R_BOER4","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",18,49.788,49.788,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"2C","control","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",30,82.98,82.98,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"2RA","R_BOER4","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",20,55.32,55.32,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"3C","control","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",25,69.15,69.15,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"3RA","R_BOER4","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",15,41.49,41.49,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"4C","control","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",30,82.98,82.98,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"4RA","R_BOER4","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",18,49.788,49.788,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"5C","control","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",15,41.49,41.49,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"5RA","R_BOER4","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",12,33.192,33.192,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"2C","control","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",3,7.764,7.278,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"3C","control","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",2,5.176,4.852,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"4RA","R_BOER4","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",4,10.352,9.704,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"5C","control","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",3,7.764,7.278,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"1C","control","CACTUS",NA,NA,"Cactaceae","perennial","CAM","shrub",0.3,0.5808,0.5808,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"3RA","R_BOER4","CACTUS",NA,NA,"Cactaceae","perennial","CAM","shrub",0.5,0.968,0.968,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"1C","control","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"2C","control","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.25,0.642041666666667,0.642041666666667,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"2RA","R_BOER4","perennial.forb",NA,NA,NA,"perennial","unknown","forb",1.5,3.85225,3.85225,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"3C","control","perennial.forb",NA,NA,NA,"perennial","unknown","forb",1.5,3.85225,3.85225,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"3RA","R_BOER4","perennial.forb",NA,NA,NA,"perennial","unknown","forb",1.75,4.49429166666667,4.49429166666667,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"4C","control","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.75,1.926125,1.926125,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"4RA","R_BOER4","perennial.forb",NA,NA,NA,"perennial","unknown","forb",1.75,4.49429166666667,4.49429166666667,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"5C","control","perennial.forb",NA,NA,NA,"perennial","unknown","forb",0.1,0.256816666666667,0.256816666666667,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"1C","control","perennial.grass",NA,NA,NA,"perennial","unknown","grass",0.5,1.28408333333333,1.28408333333333,"DeepWell","40",94.233,4109.209,NA
"removal_black",1995,"1RA","R_BOER4","perennial.grass",NA,NA,NA,"perennial","unknown","grass",12,30.818,30.818,"DeepWell","40",94.233,4109.209,NA
